factory_id,hub_id,country_code,category_id,manufacturing_cost,transport_cost,hub_handling_cost,last_mile_cost,tariff_pct,tariff_amount,total_landed_cost,transit_days,max_lead_time_days,is_lead_time_feasible,is_geopolitically_restricted
F_CN_01,H_KR_01,CA,CAT01,104.38,1.66,3.21,6.67,0.28,29.23,145.15,35,23,0,1
F_CN_01,H_KR_01,MX,CAT01,104.38,1.66,3.21,10.36,0.1,10.44,130.05,44,35,0,0
F_CN_01,H_KR_01,BR,CAT01,104.38,1.66,3.21,14.7,0.12,12.53,136.48,64,37,0,0
F_CN_01,H_KR_01,AR,CAT01,104.38,1.66,3.21,13.55,0.12,12.53,135.33,68,37,0,0
F_CN_01,H_KR_01,DE,CAT01,104.38,1.66,3.21,6.63,0.28,29.23,145.11,35,21,0,0
F_CN_01,H_KR_01,GB,CAT01,104.38,1.66,3.21,6.52,0.25,26.09,141.86,36,21,0,0
F_CN_01,H_KR_01,FR,CAT01,104.38,1.66,3.21,6.53,0.28,29.23,145.01,38,25,0,0
F_CN_01,H_KR_01,AE,CAT01,104.38,1.66,3.21,6.54,0.05,5.22,121.01,31,39,1,0
F_CN_01,H_KR_01,SA,CAT01,104.38,1.66,3.21,6.29,0.05,5.22,120.76,33,36,1,0
F_CN_01,H_KR_01,ZA,CAT01,104.38,1.66,3.21,10.0,0.08,8.35,127.6,50,39,0,0
F_CN_01,H_KR_01,CN,CAT01,104.38,1.66,3.21,5.59,0.0,0.0,114.84,14,35,1,0
F_CN_01,H_KR_01,JP,CAT01,104.38,1.66,3.21,2.04,0.15,15.66,126.95,10,25,1,0
F_CN_01,H_KR_01,KR,CAT01,104.38,1.66,3.21,0.92,0.05,5.22,115.39,8,23,1,0
F_CN_01,H_KR_01,IN,CAT01,104.38,1.66,3.21,5.3,0.18,18.79,133.34,24,38,1,1
F_CN_01,H_KR_01,VN,CAT01,104.38,1.66,3.21,5.2,0.08,8.35,122.8,17,36,1,0
F_CN_01,H_KR_01,AU,CAT01,104.38,1.66,3.21,6.17,0.32,33.4,148.82,29,24,0,1
F_CN_01,H_IN_01,US,CAT01,104.38,3.68,3.0,11.32,0.3,31.31,153.69,59,24,0,1
F_CN_01,H_IN_01,CA,CAT01,104.38,3.68,3.0,9.26,0.28,29.23,149.55,53,23,0,1
F_CN_01,H_IN_01,MX,CAT01,104.38,3.68,3.0,13.15,0.1,10.44,134.65,65,35,0,0
F_CN_01,H_IN_01,BR,CAT01,104.38,3.68,3.0,12.68,0.12,12.53,136.27,61,37,0,0
F_CN_01,H_IN_01,AR,CAT01,104.38,3.68,3.0,13.07,0.12,12.53,136.66,65,37,0,0
F_CN_01,H_IN_01,DE,CAT01,104.38,3.68,3.0,5.88,0.28,29.23,146.17,36,21,0,0
F_CN_01,H_IN_01,GB,CAT01,104.38,3.68,3.0,6.43,0.25,26.09,143.58,39,21,0,0
F_CN_01,H_IN_01,FR,CAT01,104.38,3.68,3.0,6.23,0.28,29.23,146.52,38,25,0,0
F_CN_01,H_IN_01,AE,CAT01,104.38,3.68,3.0,4.42,0.05,5.22,120.7,22,39,1,0
F_CN_01,H_IN_01,SA,CAT01,104.38,3.68,3.0,5.35,0.05,5.22,121.63,24,36,1,0
F_CN_01,H_IN_01,ZA,CAT01,104.38,3.68,3.0,6.03,0.08,8.35,125.44,40,39,0,0
F_CN_01,H_IN_01,CN,CAT01,104.38,3.68,3.0,5.08,0.0,0.0,116.14,27,35,1,0
F_CN_01,H_IN_01,JP,CAT01,104.38,3.68,3.0,5.52,0.15,15.66,132.24,36,25,0,0
F_CN_01,H_IN_01,KR,CAT01,104.38,3.68,3.0,5.7,0.05,5.22,121.98,33,23,0,0
F_CN_01,H_IN_01,IN,CAT01,104.38,3.68,3.0,1.98,0.18,18.79,131.83,16,38,1,1
F_CN_01,H_IN_01,VN,CAT01,104.38,3.68,3.0,3.73,0.08,8.35,123.14,27,36,1,0
F_CN_01,H_IN_01,AU,CAT01,104.38,3.68,3.0,6.4,0.32,33.4,150.86,42,24,0,1
F_CN_01,H_VN_01,US,CAT01,104.38,1.42,2.33,12.21,0.3,31.31,151.65,51,24,0,1
F_CN_01,H_VN_01,CA,CAT01,104.38,1.42,2.33,9.14,0.28,29.23,146.5,44,23,0,1
F_CN_01,H_VN_01,MX,CAT01,104.38,1.42,2.33,10.68,0.1,10.44,129.25,54,35,0,0
F_CN_01,H_VN_01,BR,CAT01,104.38,1.42,2.33,12.18,0.12,12.53,132.84,62,37,0,0
F_CN_01,H_VN_01,AR,CAT01,104.38,1.42,2.33,14.56,0.12,12.53,135.22,60,37,0,0
F_CN_01,H_VN_01,DE,CAT01,104.38,1.42,2.33,7.57,0.28,29.23,144.93,36,21,0,0
F_CN_01,H_VN_01,GB,CAT01,104.38,1.42,2.33,9.39,0.25,26.09,143.61,38,21,0,0
F_CN_01,H_VN_01,FR,CAT01,104.38,1.42,2.33,8.09,0.28,29.23,145.45,38,25,0,0
F_CN_01,H_VN_01,AE,CAT01,104.38,1.42,2.33,5.72,0.05,5.22,119.07,24,39,1,0
F_CN_01,H_VN_01,SA,CAT01,104.38,1.42,2.33,5.17,0.05,5.22,118.52,27,36,1,0
F_CN_01,H_VN_01,ZA,CAT01,104.38,1.42,2.33,8.73,0.08,8.35,125.21,38,39,1,0
F_CN_01,H_VN_01,CN,CAT01,104.38,1.42,2.33,4.38,0.0,0.0,112.51,14,35,1,0
F_CN_01,H_VN_01,JP,CAT01,104.38,1.42,2.33,5.08,0.15,15.66,128.87,19,25,1,0
F_CN_01,H_VN_01,KR,CAT01,104.38,1.42,2.33,5.45,0.05,5.22,118.8,16,23,1,0
F_CN_01,H_VN_01,IN,CAT01,104.38,1.42,2.33,7.55,0.18,18.79,134.47,15,38,1,1
F_CN_01,H_VN_01,VN,CAT01,104.38,1.42,2.33,1.73,0.08,8.35,118.21,6,36,1,0
F_CN_01,H_VN_01,AU,CAT01,104.38,1.42,2.33,2.22,0.32,33.4,143.75,21,24,1,1
F_CN_01,H_AU_01,US,CAT01,104.38,5.66,4.3,10.83,0.3,31.31,156.48,72,24,0,1
F_CN_01,H_AU_01,CA,CAT01,104.38,5.66,4.3,9.55,0.28,29.23,153.12,71,23,0,1
F_CN_01,H_AU_01,MX,CAT01,104.38,5.66,4.3,9.1,0.1,10.44,133.88,68,35,0,0
F_CN_01,H_AU_01,BR,CAT01,104.38,5.66,4.3,11.9,0.12,12.53,138.77,72,37,0,0
F_CN_01,H_AU_01,AR,CAT01,104.38,5.66,4.3,9.54,0.12,12.53,136.41,62,37,0,0
F_CN_01,H_AU_01,DE,CAT01,104.38,5.66,4.3,14.14,0.28,29.23,157.71,79,21,0,0
F_CN_01,H_AU_01,GB,CAT01,104.38,5.66,4.3,15.03,0.25,26.09,155.46,81,21,0,0
F_CN_01,H_AU_01,FR,CAT01,104.38,5.66,4.3,14.63,0.28,29.23,158.2,81,25,0,0
F_CN_01,H_AU_01,AE,CAT01,104.38,5.66,4.3,10.53,0.05,5.22,130.09,65,39,0,0
F_CN_01,H_AU_01,SA,CAT01,104.38,5.66,4.3,8.91,0.05,5.22,128.47,68,36,0,0
F_CN_01,H_AU_01,ZA,CAT01,104.38,5.66,4.3,8.12,0.08,8.35,130.81,62,39,0,0
F_CN_01,H_AU_01,CN,CAT01,104.38,5.66,4.3,7.6,0.0,0.0,121.94,56,35,0,0
F_CN_01,H_AU_01,JP,CAT01,104.38,5.66,4.3,7.0,0.15,15.66,137.0,52,25,0,0
F_CN_01,H_AU_01,KR,CAT01,104.38,5.66,4.3,5.54,0.05,5.22,125.1,52,23,0,0
F_CN_01,H_AU_01,IN,CAT01,104.38,5.66,4.3,5.09,0.18,18.79,138.22,58,38,0,1
F_CN_01,H_AU_01,VN,CAT01,104.38,5.66,4.3,6.06,0.08,8.35,128.75,49,36,0,0
